"path","object_class","rows","columns","column_names","inspection","status"
"01_raw_source/cbzp_reconstructed/adae_cbzp.rds","tbl_df|tbl|data.frame",1393,17,"STUDYID|USUBJID|AEDECOD|AEBODSYS|AESEV|ATOXGR|AESER|AEREL|ASTDY|TRTEMFL|TRT01P|TRTSDT|ASTDT|AENDT|AENDY|CIAESEQ|AEACN","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/cbzp_reconstructed/adex_cbzp.rds","data.frame",1134,12,"STUDYID|USUBJID|SUBJID|TRT01P|TRT01PN|TRTSDT|PARAMCD|PARAM|PARCAT1|AVAL|AVALC|AVISIT","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/cbzp_reconstructed/adlb_cbzp.rds","data.frame",2975,15,"STUDYID|USUBJID|SUBJID|TRT01P|TRTSDT|PARAMCD|PARAM|PARCAT1|AVAL|AVISIT|AVISITN|BASEFL|ANL01FL|ATOXGR|PCHG","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/cbzp_reconstructed/adrs_cbzp.rds","data.frame",3818,13,"STUDYID|USUBJID|SUBJID|TRT01P|TRTSDT|PARAMCD|PARAM|AVALC|ADT|ADY|AVISIT|ANL01FL|AVAL","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/cbzp_reconstructed/adsl_cbzp.rds","data.frame",378,37,"STUDYID|USUBJID|SUBJID|SITEID|AGE|AGEGR1|AGEGR1N|RACE|ETHNIC|SEX|TRT01P|TRT01PN|TRT01A|TRT01AN|RANDDT|TRTSDT|TRTEDT|TRTDURD|ITTFL|SAFFL|PPROTFL|DTHFL|DTHDT|DTHCAUS|LSTALVDT|ECOGBL|MEASDISF|VISCFL|PAINBL|PSABL|ALPBL|ALBBL|LDHBL|HGBBL|DOCPROG|DOCRESP|GCSFPRFL","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/cbzp_reconstructed/adtte_cbzp.rds","data.frame",1691,14,"STUDYID|USUBJID|SUBJID|SITEID|TRT01P|TRT01PN|PARAMCD|PARAM|STARTDT|ADT|CNSR|EVNTDESC|CNSDTDSC|AVAL","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/real_sdtm/staging/ae.rds","tbl_df|tbl|data.frame",5428,41,"AESTWKF|AEENWKF|USUBJID|STUDYID|DOMAIN|AESEQ|AESPID|AEREFID|AETERM|AEDECOD|AEBODSYS|AESER|AEACN|AECONTRT|AEREL|AEPATT|AEOUT|AESCONG|AESDISAB|AESDTH|AESHOSP|AESLIFE|AESMIE|AETOXGR|VISITNUM|VISIT|AESTWK|AEENWK|SUBJID|AECOLGR|AECOLGRN|AEDICTVS|AEHLGT|AEHLT|AELLT|AEOVISIT|AETOXGRN|AETRTEM|AEREFER|AEDTHDTC|AESEQUCM","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/real_sdtm/staging/cm.rds","tbl_df|tbl|data.frame",24534,28,"STUDYID|DOMAIN|USUBJID|CMSEQ|CMTRT|CMDECOD|CMCAT|CMINDC|CMDOSE|CMDOSU|CMDOSRGM|VISITNUM|VISIT|CMSTDTC|CMSTDY|CMENDTC|CMENDY|SUBJID|CMATCL1|CMATCL2|CMATCSEL|CMONGB|CMONGO|CMLOC|CMENDRCM|CMRLTL|CMRSON|CMPRGDTC","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/real_sdtm/staging/dm.rds","tbl_df|tbl|data.frame",371,19,"AGEGRP|STUDYID|DOMAIN|USUBJID|SUBJID|RFSTDTC|RFENDTC|AGEU|SEX|RACE|ARM|ARMCD|ARM2|ARMA|ARMCD2|BSABL|ITT|PPROT|SAFETY","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/real_sdtm/staging/ds.rds","tbl_df|tbl|data.frame",2842,15,"DSSTWKF|USUBJID|STUDYID|DOMAIN|DSSEQ|DSTERM|DSDECOD|DSCAT|DSSCAT|EPOCH|VISITNUM|VISIT|DSSTWK|SUBJID|DSPROG","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/real_sdtm/staging/ex.rds","tbl_df|tbl|data.frame",3485,28,"STUDYID|DOMAIN|USUBJID|EXSEQ|EXTRT|EXLOT|EXDOSE|EXDOSU|EXDOSFRM|EXROUTE|VISITNUM|VISIT|EXSTDTC|EXSTDY|EXENDTC|SUBJID|EXPDOSE|EXPDOSU|EXCUMD|EXCUMD2|EXDOSE2|EXPDOSE2|EXTINT|EXTRINT|EXDSREA|EXDELAY|EXDSRCM|ENDTCOL","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/real_sdtm/staging/lb.rds","tbl_df|tbl|data.frame",80788,28,"STUDYID|DOMAIN|USUBJID|LBSEQ|LBTESTCD|LBTEST|LBCAT|LBSCAT|LBORRES|LBORRESU|LBORNRLO|LBORNRHI|LBSTRESC|LBSTRESN|LBSTRESU|LBSTNRLO|LBSTNRHI|LBNRIND|LBSTAT|LBTOX|LBTOXGR|LBBLFL|VISITNUM|VISIT|LBDTC|LBDY|SUBJID|LBOVISIT","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/real_sdtm/staging/ls.rds","tbl_df|tbl|data.frame",5774,22,"STUDYID|DOMAIN|USUBJID|LSSEQ|LSSPID|LSTESTCD|LSTEST|LSCAT|LSLOC|LSORRES|LSORRESU|LSSTRESC|LSSTRESN|LSSTRESU|LSMETHOD|LSSTAT|LSBLFL|VISITNUM|VISIT|LSDTC|SUBJID|LSSLOC","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/real_sdtm/staging/pn.rds","tbl_df|tbl|data.frame",26982,18,"STUDYID|DOMAIN|USUBJID|PNSEQ|PNSPID|PNTESTCD|PNTEST|PNCAT|PNORRES|PNORRESU|PNSTRESC|PNSTRESN|PNSTRESU|PNSTAT|VISITNUM|VISIT|PNDTC|SUBJID","Full deserialization and structure inspection; values not reproduced","READABLE"
"01_raw_source/real_sdtm/staging/vs.rds","tbl_df|tbl|data.frame",18388,19,"STUDYID|DOMAIN|USUBJID|VSSEQ|VSTESTCD|VSTEST|VSORRES|VSORRESU|VSSTRESC|VSSTRESN|VSSTRESU|VSMETHOD|VSBLFL|VSDRVFL|VISITNUM|VISIT|VSDTC|VSDY|SUBJID","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/data/Rdata.rds","list",15,,"admiral_adlb|admiral_adsl|atoxgr_criteria_ctcv4|atoxgr_criteria_ctcv4_uscv|atoxgr_criteria_ctcv5|atoxgr_criteria_ctcv5_uscv|atoxgr_criteria_ctcv6|atoxgr_criteria_ctcv6_uscv|atoxgr_criteria_daids|atoxgr_criteria_daids_uscv|country_code_lookup|dose_freq_lookup|example_qs|queries|queries_mh","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/help/aliases.rds","character",208,,"admiral-package|%>%|adjust_last_day_imputation|admiral|admiral_adlb|admiral_adsl|admiral_labels_attrs_section|ae_event|ae_gr1_event|ae_gr2_event|ae_gr35_event|ae_gr3_event|ae_gr4_event|ae_gr5_event|ae_ser_event|ae_sev_event|ae_wd_event|assert_date_imputation|assert_db_requirements|assert_highest_imputation|assert_parameters_argument|assert_terms|assert_time_imputation|atoxgr_criteria_ctcv4|atoxgr_criteria_ctcv4_uscv|atoxgr_criteria_ctcv5|atoxgr_criteria_ctcv5_uscv|atoxgr_criteria_ctcv6|atoxgr_criteria_ctcv6_uscv|atoxgr_criteria_daids|atoxgr_criteria_daids_uscv|basket_select|call_derivation|call_user_fun|censor_source|chr2vars|compute_age_years|compute_bmi|compute_bsa|compute_dtf|compute_duration|compute_egfr|compute_framingham|compute_map|compute_qtc|compute_qual_imputation|compute_qual_imputation_dec|compute_rr|compute_scale|compute_tmf|consolidate_metadata|convert_blanks_to_na|convert_blanks_to_na.character|convert_blanks_to_na.data.frame|convert_blanks_to_na.default|convert_blanks_to_na.list|convert_date_to_dtm|convert_dtc_to_dt|convert_dtc_to_dtm|convert_na_to_blanks|convert_na_to_blanks.character|convert_na_to_blanks.data.frame|convert_na_to_blanks.default|convert_na_to_blanks.list|convert_xxtpt_to_hours|country_code_lookup|count_vals|create_period_dataset|create_query_data|create_single_dose_dataset|date_source|death_event|default_qtc_paramcd|derivation_slice|derive_basetype_records|derive_expected_records|derive_extreme_event|derive_extreme_records|derive_locf_records|derive_param_bmi|derive_param_bsa|derive_param_computed|derive_param_doseint|derive_param_exist_flag|derive_param_exposure|derive_param_extreme_record|derive_param_framingham|derive_param_map|derive_param_qtc|derive_param_rr|derive_param_tte|derive_param_wbc_abs|derive_summary_records|derive_vars_aage|derive_vars_atc|derive_vars_cat|derive_vars_computed|derive_vars_crit_flag|derive_vars_dt|derive_vars_dtm|derive_vars_dtm_to_dt|derive_vars_dtm_to_tm|derive_vars_duration|derive_vars_dy|derive_vars_extreme_event|derive_vars_joined|derive_vars_joined_summary|derive_vars_merged|derive_vars_merged_lookup|derive_vars_merged_summary|derive_vars_period|derive_vars_query|derive_vars_transposed|derive_var_age_years|derive_var_analysis_ratio|derive_var_anrind|derive_var_atoxgr|derive_var_atoxgr_dir|derive_var_base|derive_var_chg|derive_var_dthcaus|derive_var_extreme_dt|derive_var_extreme_dtm|derive_var_extreme_flag|derive_var_joined_exist_flag|derive_var_merged_ef_msrc|derive_var_merged_exist_flag|derive_var_merged_summary|derive_var_nfrlt|derive_var_obs_number|derive_var_ontrtfl|derive_var_pchg|derive_var_relative_flag|derive_var_shift|derive_var_trtdurd|derive_var_trtemfl|desc|dose_freq_lookup|dthcaus_source|dtm_level|dt_level|event|event_joined|event_source|example_qs|exprs|extend_condition|extract_duplicate_records|extract_unit|filter_date_sources|filter_exist|filter_extreme|filter_joined|filter_not_exist|filter_relative|flag_event|format.basket_select|format_imputed_dtc|get_admiral_option|get_dt_dtm_range|get_duplicates_dataset|get_flagged_records|get_highest_imputation_level|get_hori_data|get_imputation_targets|get_imputation_target_date|get_imputation_target_time|get_joined_data|get_joined_sub_data|get_many_to_one_dataset|get_not_mapped|get_one_to_many_dataset|get_partialdatetime|get_summary_records|get_terms_from_db|get_vars_query|impute_date_time|impute_dtc_dt|impute_dtc_dtm|is_partial_datetime|lastalive_censor|list_all_templates|list_tte_source_objects|max_cond|min_cond|negate_vars|params|print.adam_templates|print.duplicates|print.source|print_named_list|propagate_na_values|queries|queries_mh|query|records_source|restrict_derivation|restrict_imputed_dtc_dt|restrict_imputed_dtc_dtm|set_admiral_options|signal_duplicate_records|slice_derivation|transform_range|tte_source|use_ad_template|validate_basket_select|validate_query|yn_to_numeric","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/help/paths.rds","character",188,,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/Meta/data.rds","matrix|array",15,2,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/Meta/features.rds","list",1,,"internalsID","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/Meta/hsearch.rds","list",4,,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/Meta/links.rds","character",208,,"adjust_last_day_imputation|admiral|admiral-package|admiral_adlb|admiral_adsl|admiral_labels_attrs_section|assert_date_imputation|assert_db_requirements|assert_highest_imputation|assert_parameters_argument|assert_terms|assert_time_imputation|atoxgr_criteria_ctcv4|atoxgr_criteria_ctcv4_uscv|atoxgr_criteria_ctcv5|atoxgr_criteria_ctcv5_uscv|atoxgr_criteria_ctcv6|atoxgr_criteria_ctcv6_uscv|atoxgr_criteria_daids|atoxgr_criteria_daids_uscv|basket_select|call_derivation|call_user_fun|censor_source|chr2vars|compute_age_years|compute_bmi|compute_bsa|compute_dtf|compute_duration|compute_egfr|compute_framingham|compute_map|compute_qtc|compute_qual_imputation|compute_qual_imputation_dec|compute_rr|compute_scale|compute_tmf|consolidate_metadata|convert_blanks_to_na|convert_blanks_to_na.default|convert_blanks_to_na.character|convert_blanks_to_na.list|convert_blanks_to_na.data.frame|convert_date_to_dtm|convert_dtc_to_dt|convert_dtc_to_dtm|convert_na_to_blanks|convert_na_to_blanks.default|convert_na_to_blanks.character|convert_na_to_blanks.list|convert_na_to_blanks.data.frame|convert_xxtpt_to_hours|count_vals|country_code_lookup|create_period_dataset|create_query_data|create_single_dose_dataset|date_source|default_qtc_paramcd|derivation_slice|derive_basetype_records|derive_expected_records|derive_extreme_event|derive_extreme_records|derive_locf_records|derive_param_bmi|derive_param_bsa|derive_param_computed|derive_param_doseint|derive_param_exist_flag|derive_param_exposure|derive_param_extreme_record|derive_param_framingham|derive_param_map|derive_param_qtc|derive_param_rr|derive_param_tte|derive_param_wbc_abs|derive_summary_records|derive_var_age_years|derive_var_analysis_ratio|derive_var_anrind|derive_var_atoxgr|derive_var_atoxgr_dir|derive_var_base|derive_var_chg|derive_var_dthcaus|derive_var_extreme_dt|derive_var_extreme_dtm|derive_var_extreme_flag|derive_var_joined_exist_flag|derive_var_merged_ef_msrc|derive_var_merged_exist_flag|derive_var_merged_summary|derive_var_nfrlt|derive_var_obs_number|derive_var_ontrtfl|derive_var_pchg|derive_var_relative_flag|derive_var_shift|derive_var_trtdurd|derive_var_trtemfl|derive_vars_aage|derive_vars_atc|derive_vars_cat|derive_vars_computed|derive_vars_crit_flag|derive_vars_dt|derive_vars_dtm|derive_vars_dtm_to_dt|derive_vars_dtm_to_tm|derive_vars_duration|derive_vars_dy|derive_vars_extreme_event|derive_vars_joined|derive_vars_joined_summary|derive_vars_merged|derive_vars_merged_lookup|derive_vars_merged_summary|derive_vars_period|derive_vars_query|derive_vars_transposed|dose_freq_lookup|dt_level|dthcaus_source|dtm_level|event|event_joined|event_source|example_qs|extend_condition|extract_duplicate_records|extract_unit|filter_date_sources|filter_exist|filter_extreme|filter_joined|filter_not_exist|filter_relative|flag_event|format.basket_select|format_imputed_dtc|get_admiral_option|get_dt_dtm_range|get_duplicates_dataset|get_flagged_records|get_highest_imputation_level|get_hori_data|get_imputation_target_date|get_imputation_target_time|get_imputation_targets|get_joined_data|get_joined_sub_data|get_many_to_one_dataset|get_not_mapped|get_one_to_many_dataset|get_partialdatetime|get_summary_records|get_terms_from_db|get_vars_query|impute_date_time|impute_dtc_dt|impute_dtc_dtm|is_partial_datetime|list_all_templates|list_tte_source_objects|max_cond|min_cond|negate_vars|params|%>%|print.adam_templates|print.duplicates|print.source|print_named_list|propagate_na_values|queries|queries_mh|query|records_source|desc|exprs|restrict_derivation|restrict_imputed_dtc_dt|restrict_imputed_dtc_dtm|set_admiral_options|signal_duplicate_records|slice_derivation|transform_range|tte_source|death_event|lastalive_censor|ae_event|ae_ser_event|ae_gr1_event|ae_gr2_event|ae_gr3_event|ae_gr4_event|ae_gr5_event|ae_gr35_event|ae_sev_event|ae_wd_event|use_ad_template|validate_basket_select|validate_query|yn_to_numeric","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/Meta/nsInfo.rds","list",11,,"imports|exports|exportPatterns|importClasses|importMethods|exportClasses|exportMethods|exportClassPatterns|dynlibs|nativeRoutines|S3methods","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/Meta/package.rds","packageDescription2",8,,"DESCRIPTION|Built|Rdepends|Rdepends2|Depends|Suggests|Imports|LinkingTo","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/Meta/Rd.rds","data.frame",188,8,"File|Name|Type|Title|Encoding|Aliases|Concepts|Keywords","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiral/Meta/vignette.rds","data.frame",18,6,"File|Title|PDF|R|Depends|Keywords","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiraldev/help/aliases.rds","character",76,,"admiraldev-package|%notin%|%or%|add_suffix_to_vars|admiraldev|arg_name|assert_atomic_vector|assert_character_scalar|assert_character_vector|assert_data_frame|assert_date_var|assert_date_vector|assert_expr|assert_expr_list|assert_filter_cond|assert_function|assert_integer_scalar|assert_list_element|assert_list_of|assert_logical_scalar|assert_named|assert_numeric_vector|assert_one_to_one|assert_param_does_not_exist|assert_s3_class|assert_same_type|assert_symbol|assert_unit|assert_vars|assert_varval_list|backquote|capture_message|capture_output|contains_vars|convert_dtm_to_dtc|dataset_vignette|demo_fun|deprecate_inform|dquote|enumerate|execute_example|expect_dfs_equal|expr_c|extract_vars|filter_if|friendly_type_of|get_constant_vars|get_dataset|get_duplicates|get_new_tmp_var|get_param_tag|get_source_vars|is_auto|is_order_vars|is_valid_dtc|parse_code|process_set_values_to|rdx_roclet|remove_tmp_vars|replace_symbol_in_expr|replace_values_by_names|roxygen_order_na_handling|roxygen_param_by_vars|roxygen_param_dataset|roxygen_save_memory|squote|suppress_warning|transform_examplesx|transform_param|valid_time_units|vars2chr|warn_if_incomplete_dtc|warn_if_inconsistent_list|warn_if_invalid_dtc|warn_if_vars_exist|what_is_it","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiraldev/help/paths.rds","character",75,,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiraldev/Meta/features.rds","list",1,,"internalsID","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiraldev/Meta/hsearch.rds","list",4,,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiraldev/Meta/links.rds","character",76,,"add_suffix_to_vars|admiraldev|admiraldev-package|arg_name|assert_atomic_vector|assert_character_scalar|assert_character_vector|assert_data_frame|assert_date_var|assert_date_vector|assert_expr|assert_expr_list|assert_filter_cond|assert_function|assert_integer_scalar|assert_list_element|assert_list_of|assert_logical_scalar|assert_named|assert_numeric_vector|assert_one_to_one|assert_param_does_not_exist|assert_s3_class|assert_same_type|assert_symbol|assert_unit|assert_vars|assert_varval_list|backquote|capture_message|capture_output|contains_vars|convert_dtm_to_dtc|dataset_vignette|demo_fun|deprecate_inform|dquote|enumerate|execute_example|expect_dfs_equal|expr_c|extract_vars|filter_if|friendly_type_of|get_constant_vars|get_dataset|get_duplicates|get_new_tmp_var|get_param_tag|get_source_vars|%notin%|%or%|is_auto|is_order_vars|is_valid_dtc|parse_code|process_set_values_to|rdx_roclet|remove_tmp_vars|replace_symbol_in_expr|replace_values_by_names|roxygen_order_na_handling|roxygen_param_by_vars|roxygen_param_dataset|roxygen_save_memory|squote|suppress_warning|transform_examplesx|transform_param|valid_time_units|vars2chr|warn_if_incomplete_dtc|warn_if_inconsistent_list|warn_if_invalid_dtc|warn_if_vars_exist|what_is_it","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiraldev/Meta/nsInfo.rds","list",11,,"imports|exports|exportPatterns|importClasses|importMethods|exportClasses|exportMethods|exportClassPatterns|dynlibs|nativeRoutines|S3methods","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiraldev/Meta/package.rds","packageDescription2",8,,"DESCRIPTION|Built|Rdepends|Rdepends2|Depends|Suggests|Imports|LinkingTo","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiraldev/Meta/Rd.rds","data.frame",75,8,"File|Name|Type|Title|Encoding|Aliases|Concepts|Keywords","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiraldev/Meta/vignette.rds","data.frame",5,6,"File|Title|PDF|R|Depends|Keywords","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/data/Rdata.rds","list",1,,"admiral_adrs","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/help/aliases.rds","character",33,,"admiralonco-package|admiralonco|admiral_adrs|aval_resp|bor_cr|bor_ne|bor_non_crpd|bor_pd|bor_pr|bor_sd|cbor_cr|cbor_pr|cb_y|crsp_y_cr|crsp_y_pr|date_source|death_event|derive_param_bor|derive_param_clinbenefit|derive_param_confirmed_bor|derive_param_confirmed_resp|derive_param_response|filter_pd|get_crpr_dataset|lastalive_censor|lasta_censor|no_data_missing|no_data_n|pd_event|rand_censor|rsp_y|signal_crpr|trts_censor","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/help/paths.rds","character",14,,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/Meta/data.rds","matrix|array",1,2,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/Meta/features.rds","list",1,,"internalsID","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/Meta/hsearch.rds","list",4,,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/Meta/links.rds","character",33,,"admiral_adrs|admiralonco|admiralonco-package|aval_resp|date_source|derive_param_bor|derive_param_clinbenefit|derive_param_confirmed_bor|derive_param_confirmed_resp|derive_param_response|rsp_y|no_data_n|cb_y|bor_cr|bor_pr|bor_sd|bor_non_crpd|bor_pd|bor_ne|no_data_missing|crsp_y_cr|crsp_y_pr|cbor_cr|cbor_pr|filter_pd|get_crpr_dataset|signal_crpr|death_event|lastalive_censor|pd_event|lasta_censor|rand_censor|trts_censor","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/Meta/nsInfo.rds","list",11,,"imports|exports|exportPatterns|importClasses|importMethods|exportClasses|exportMethods|exportClassPatterns|dynlibs|nativeRoutines|S3methods","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/Meta/package.rds","packageDescription2",8,,"DESCRIPTION|Built|Rdepends|Rdepends2|Depends|Suggests|Imports|LinkingTo","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/Meta/Rd.rds","data.frame",14,8,"File|Name|Type|Title|Encoding|Aliases|Concepts|Keywords","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/admiralonco/Meta/vignette.rds","data.frame",10,6,"File|Title|PDF|R|Depends|Keywords","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/help/aliases.rds","character",59,,"renv-package|activate|autoload|checkout|clean|config|consent|deactivate|dependencies|diagnostics|embed|equip|graphviz|history|hydrate|imbue|init|install|isolate|load|lockfile|lockfile-api|lockfiles|lockfile_create|lockfile_modify|lockfile_read|lockfile_validate|lockfile_write|migrate|modify|paths|plan|project|purge|rebuild|record|refresh|rehash|remote|remove|renv|renv_lockfile_from_manifest|repair|restore|retrieve|revert|run|sandbox|scaffold|settings|snapshot|status|sysreqs|update|upgrade|use|use_python|vendor|vulns","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/help/paths.rds","character",50,,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/Meta/features.rds","list",1,,"internalsID","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/Meta/hsearch.rds","list",4,,"","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/Meta/links.rds","character",59,,"activate|deactivate|autoload|checkout|clean|config|consent|dependencies|diagnostics|embed|use|equip|graphviz|history|revert|hydrate|imbue|init|install|isolate|load|lockfile-api|lockfile|lockfile_validate|lockfiles|lockfile_create|lockfile_read|lockfile_write|lockfile_modify|migrate|modify|paths|plan|project|purge|rebuild|record|refresh|rehash|remote|remove|renv|renv-package|renv_lockfile_from_manifest|repair|restore|retrieve|run|sandbox|scaffold|settings|snapshot|status|sysreqs|update|upgrade|use_python|vendor|vulns","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/Meta/nsInfo.rds","list",11,,"imports|exports|exportPatterns|importClasses|importMethods|exportClasses|exportMethods|exportClassPatterns|dynlibs|nativeRoutines|S3methods","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/Meta/package.rds","packageDescription2",8,,"DESCRIPTION|Built|Rdepends|Rdepends2|Depends|Suggests|Imports|LinkingTo","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/Meta/Rd.rds","data.frame",50,8,"File|Name|Type|Title|Encoding|Aliases|Concepts|Keywords","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/Meta/vignette.rds","data.frame",11,6,"File|Title|PDF|R|Depends|Keywords","Full deserialization and structure inspection; values not reproduced","READABLE"
"renv/library/macos/R-4.6/aarch64-apple-darwin25.4.0/renv/repos/src/contrib/PACKAGES.rds","matrix|array",1,15,"","Full deserialization and structure inspection; values not reproduced","READABLE"
